timestamp,open,high,low,close
1648857600,1,1,0.9989,1
1648944000,1,1,0.9986,1
1649030400,1,1,0.999,0.9999
1649116800,0.9999,1,0.9963,1
1649203200,1,1,0.9976,0.9984
1649289600,0.9984,1,0.9977,1
1649376000,1,1,0.998,1
1649462400,1,1,0.9995,1
1649548800,1,1,0.9997,1
1649635200,1,1,0.9998,1
1649721600,1,1,0.9996,1
1649808000,1,1,0.9996,1
1649894400,1,1,0.9999,1
1649980800,1,1,0.9997,1
1650067200,1,1,1,1
1650153600,1,1,1,1
1650240000,1,1,1,1
1650326400,1,1,1,1
1650412800,1,1,1,1
1650499200,1,1,1,1
1650585600,1,1,1,1
1650672000,1,1,0.9995,1
1650758400,1,1,0.9995,1
1650844800,1,1,0.9993,1
1650931200,1,1,0.9982,1
1651017600,1,1,0.9982,1
1651104000,1,1,0.9984,1
1651190400,1,1,0.9983,1
1651276800,1,1,0.9976,1
1651363200,1,1,0.9979,0.9996
1651449600,0.9998,1,0.9976,1
1651536000,1,1,0.998,1
1651622400,0.9989,1,0.9981,1
1651708800,1,1,0.9966,0.9994
1651795200,1,1,0.9979,0.9995
1651881600,0.9998,1,0.9981,0.9996
1651968000,0.9999,1,0.9927,0.9969
1652054400,0.9969,0.9997,0.9905,0.9964
1652140800,0.9954,0.999,0.7934,0.7934
1652227200,0.8059,0.9486,0.6841,0.7999
1652313600,0.7994,0.8474,0.2998,0.8011
1652400000,0.8011,0.8294,0.3626,0.4086
1652486400,0.4055,0.4069,0.1331,0.154
1652572800,0.1619,0.2552,0.1483,0.1964
1652659200,0.196,0.2613,0.1703,0.1767
1652745600,0.1766,0.1866,0.0944,0.1264
1652832000,0.1265,0.1562,0.1078,0.1303
1652918400,0.1303,0.3142,0.08784,0.09096
1653004800,0.09099,0.1151,0.07601,0.07601
1653091200,0.07606,0.09172,0.0613,0.06627
1653177600,0.06621,0.06621,0.05086,0.05648
1653264000,0.05753,0.07346,0.05107,0.06429
1653350400,0.06428,0.08241,0.05446,0.07137
1653436800,0.07122,0.0925,0.06171,0.07
1653523200,0.06961,0.3221,0.06755,0.09463
1653609600,0.09473,0.5347,0.04801,0.06392
1653696000,0.06399,0.064,0.03277,0.0348
1653782400,0.04006,0.04073,0.01846,0.02879
1653868800,0.02866,0.03115,0.0233,0.02677
1653955200,0.02677,0.03301,0.02501,0.02511
1654041600,0.02505,0.02628,0.02085,0.02144
1654128000,0.02144,0.02177,0.01505,0.01606
1654214400,0.01605,0.02045,0.01454,0.01994
1654300800,0.01976,0.02132,0.01718,0.01933
1654387200,0.01934,0.01974,0.01767,0.01823
1654473600,0.01823,0.01838,0.01568,0.0159
1654560000,0.01589,0.01727,0.01565,0.0158
1654646400,0.01578,0.01615,0.01335,0.01343
1654732800,0.01342,0.01342,0.009796,0.009796
1654819200,0.009792,0.01199,0.009257,0.01147
1654905600,0.01147,0.01158,0.009606,0.009699
1654992000,0.009703,0.009973,0.008632,0.00872
1655078400,0.00872,0.01096,0.008088,0.009822
1655164800,0.009819,0.009819,0.00821,0.008378
1655251200,0.008381,0.008723,0.007862,0.008099
1655337600,0.008107,0.008157,0.006925,0.007789
1655424000,0.007791,0.008139,0.006918,0.006929
1655510400,0.006928,0.007564,0.006911,0.007289
1655596800,0.00729,0.007363,0.006218,0.00654
1655683200,0.00654,0.008755,0.00633,0.008107
1655769600,0.008111,0.00913,0.007727,0.008227
1655856000,0.008231,0.008829,0.008209,0.008307
1655942400,0.008308,0.008335,0.007895,0.008151
1656028800,0.008149,0.008572,0.008143,0.008526
1656115200,0.008528,0.01682,0.008496,0.01383
1656201600,0.0139,0.01557,0.009191,0.009738
1656288000,0.009741,0.02363,0.009741,0.02318
1656374400,0.02319,0.04313,0.01423,0.02043
1656460800,0.02044,0.05897,0.01752,0.04216
1656547200,0.04232,0.08966,0.03986,0.0811
1656633600,0.08098,0.08122,0.04415,0.04681
1656720000,0.04681,0.06962,0.04136,0.06353
1656806400,0.06363,0.06495,0.05392,0.05661
1656892800,0.05661,0.06575,0.05514,0.0656
1656979200,0.06562,0.06825,0.06285,0.06453
1657065600,0.06449,0.06449,0.0552,0.05708
1657152000,0.05707,0.05877,0.04849,0.0516
1657238400,0.05158,0.05652,0.04892,0.05262
1657324800,0.05261,0.05285,0.04968,0.05003
1657411200,0.05002,0.05003,0.04781,0.04875
1657497600,0.04873,0.05383,0.04866,0.05118
1657584000,0.05119,0.05164,0.04766,0.0477
1657670400,0.04771,0.04782,0.04184,0.04186
1657756800,0.04188,0.043,0.03761,0.03959
1657843200,0.03959,0.03963,0.03421,0.03579
1657929600,0.03578,0.05252,0.03471,0.0501
1658016000,0.05012,0.0511,0.04324,0.04334
1658102400,0.04335,0.04498,0.04262,0.04326
1658188800,0.04325,0.04688,0.04244,0.04488
1658275200,0.04489,0.04489,0.0423,0.043
1658361600,0.043,0.04409,0.03875,0.03923
1658448000,0.03923,0.04037,0.03763,0.03984
1658534400,0.03985,0.03989,0.03778,0.03804
1658620800,0.03803,0.03945,0.03617,0.03793
1658707200,0.03793,0.03853,0.03676,0.03717
1658793600,0.03717,0.0372,0.035,0.035
1658880000,0.03499,0.03529,0.03292,0.03529
1658966400,0.03532,0.04169,0.03504,0.03676
1659052800,0.03676,0.03791,0.03614,0.03727
1659139200,0.03727,0.03786,0.03533,0.03567
1659225600,0.03568,0.03749,0.03486,0.03523
1659312000,0.03523,0.03619,0.0348,0.03496
1659398400,0.03494,0.03922,0.03494,0.03596
1659484800,0.03596,0.03603,0.03371,0.03423
1659571200,0.03422,0.03472,0.03353,0.03353
1659657600,0.03353,0.03432,0.03305,0.03341
1659744000,0.0334,0.03403,0.03321,0.03369
1659830400,0.03369,0.03385,0.03314,0.03353
1659916800,0.03352,0.03352,0.03198,0.03231
1660003200,0.03231,0.03265,0.0314,0.03143
1660089600,0.03142,0.03178,0.02916,0.02981
1660176000,0.02981,0.03083,0.02871,0.02972
1660262400,0.02972,0.03047,0.02887,0.02888
1660348800,0.02888,0.0296,0.02834,0.0291
1660435200,0.0291,0.02917,0.02774,0.02781
1660521600,0.02782,0.02965,0.02649,0.02855
1660608000,0.02855,0.02855,0.02601,0.02621
1660694400,0.02621,0.02656,0.0259,0.02599
1660780800,0.02599,0.02649,0.02435,0.02447
1660867200,0.02448,0.02872,0.02388,0.02661
1660953600,0.0266,0.02764,0.02241,0.02241
1661040000,0.0224,0.02314,0.02196,0.02239
1661126400,0.02239,0.02281,0.02232,0.02262
1661212800,0.02262,0.02307,0.02191,0.02292
1661299200,0.02292,0.03237,0.02282,0.03045
1661385600,0.03046,0.03145,0.02666,0.02668
1661472000,0.02668,0.03112,0.02642,0.03034
1661558400,0.03032,0.03032,0.02532,0.02543
1661644800,0.02544,0.02599,0.02479,0.0255
1661731200,0.02554,0.02586,0.0242,0.02423
1661817600,0.02423,0.02719,0.02402,0.02684
1661904000,0.02685,0.02796,0.0249,0.02602
1661990400,0.02602,0.03198,0.02553,0.03069
1662076800,0.03069,0.04108,0.03007,0.03711
1662163200,0.03712,0.03872,0.03077,0.03099
1662249600,0.031,0.03314,0.0297,0.0319
1662336000,0.0319,0.03253,0.0296,0.03012
1662422400,0.03013,0.03794,0.02998,0.03793
1662508800,0.03788,0.04609,0.03533,0.04118
1662595200,0.04117,0.04602,0.03805,0.04218
1662681600,0.0422,0.05056,0.04176,0.04295
1662768000,0.04311,0.06588,0.04068,0.06017
1662854400,0.06017,0.06752,0.05733,0.06094
1662940800,0.06103,0.06432,0.051,0.05174
1663027200,0.05178,0.05379,0.04224,0.04227
1663113600,0.04228,0.04846,0.04193,0.04528
1663200000,0.04491,0.04605,0.03418,0.03753
1663286400,0.03753,0.0376,0.03109,0.03163
1663372800,0.03164,0.03678,0.03156,0.03492
1663459200,0.03492,0.03515,0.03277,0.03308
1663545600,0.03309,0.03375,0.0291,0.02925
1663632000,0.02929,0.03682,0.02925,0.03503
1663718400,0.03505,0.03529,0.03178,0.03384
1663804800,0.03384,0.03497,0.03213,0.03269
1663891200,0.0327,0.0332,0.03212,0.0323
1663977600,0.0323,0.0329,0.02995,0.03084
1664064000,0.03084,0.0321,0.02987,0.03011
1664150400,0.03011,0.03055,0.02782,0.02832
1664236800,0.02832,0.03384,0.02645,0.03328
1664323200,0.03331,0.03366,0.0305,0.03127
1664409600,0.03127,0.03262,0.02935,0.03111
1664496000,0.03112,0.0312,0.03021,0.03058
1664582400,0.0306,0.03318,0.03045,0.03197
1664668800,0.03195,0.03258,0.03096,0.03232
1664755200,0.03231,0.03421,0.03191,0.03206
1664841600,0.03208,0.03228,0.03061,0.03121
1664928000,0.03121,0.03172,0.03076,0.03093
1665014400,0.03093,0.03126,0.02991,0.03026
1665100800,0.03025,0.03058,0.02936,0.02945
1665187200,0.02946,0.03017,0.02921,0.02938
1665273600,0.02939,0.02963,0.02906,0.02933
1665360000,0.02932,0.0363,0.02894,0.03431
1665446400,0.03432,0.04509,0.03305,0.04296
1665532800,0.04296,0.06012,0.04088,0.05802
1665619200,0.05809,0.0621,0.04428,0.04443
1665705600,0.04443,0.05357,0.0444,0.05287
1665792000,0.05282,0.05337,0.04594,0.04627
1665878400,0.0463,0.04768,0.04111,0.04183
1665964800,0.04183,0.04239,0.03767,0.03767
1666051200,0.03767,0.04134,0.03698,0.03842
1666137600,0.03842,0.03887,0.0357,0.03595
1666224000,0.03595,0.04059,0.03423,0.04048
1666310400,0.04046,0.04161,0.03665,0.03705
1666396800,0.03706,0.03782,0.03531,0.03749
1666483200,0.0375,0.0377,0.03537,0.03601
1666569600,0.03604,0.03903,0.03536,0.03808
1666656000,0.03811,0.03811,0.03612,0.03648
1666742400,0.03648,0.03798,0.03626,0.03706
1666828800,0.03705,0.03832,0.03697,0.03715
1666915200,0.03706,0.04329,0.03706,0.04154
1667001600,0.04155,0.0465,0.04108,0.04121
1667088000,0.04124,0.04231,0.03819,0.0386
1667174400,0.0386,0.0404,0.03787,0.03949
1667260800,0.03949,0.03955,0.03756,0.03776
1667347200,0.03776,0.03848,0.03715,0.03726
